case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,weak_row_structure_feature_rows,weak_row_structure_feature_rank,weak_row_structure_feature_condition,weak_row_structure_direction_count,weak_row_structure_feature_norm,source_jacobian_feature_used,active_velocity_feature_used,cross_gram_feature_used,hadamard_feature_used,commutator_feature_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,weak_row_structure_projected_correction_norm,weak_row_structure_correction_residual_norm,weak_row_structure_correction_relative_residual,max_weak_row_structure_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,weak_row_structure_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_cross_hadamard_rows_perp,cross-Gram weighted source/active Hadamard weak-row structure rows,"0,1",6,24,8,16,24,16,256,0,inf,256,5.9306348952922662e-18,True,True,True,True,False,False,8,132,24,28,4,2.0637616185765351e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411263672e-01,1.8257418583505555e-01,7.0212642795571012e-01,9.9256681659208112e-01,1.8257418583505555e-01,7.0107586053694071e-01,9.9229799549028819e-01,3.0198383330287152e-15,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_shifted_commutator_rows_perp,shifted source/active commutator-like weak-row structure products,"0,1",6,24,8,16,24,16,256,54,1.0461089154302349e+06,256,5.8489091362397105e-01,True,True,False,False,True,False,8,132,24,29,5,7.1270419320996707e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.7087880553109933e-01,1.9600056241422786e-01,7.5376030919037262e-01,9.9256681659208112e-01,1.9600056241422784e-01,7.5263248378618919e-01,9.9229799549028819e-01,4.8658582452973565e-15,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_shifted_commutator_rows_perp,active non-final velocity plus shifted source/active commutator-like weak-row structure products,"0,1",6,24,8,16,24,16,272,62,2.1722770134203849e+05,272,4.0425360086015170e+00,True,True,False,False,True,False,8,132,24,29,5,7.1270419321246973e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.7087880553110285e-01,1.9600056241422772e-01,7.5376030919037207e-01,9.9256681659208112e-01,1.9600056241422772e-01,7.5263248378618874e-01,9.9229799549028819e-01,4.1534117707821847e-14,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_full_component_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_active_cross_gram_rows_perp,source/active cross-Gram weighted non-final velocity rows residualized against source rows,"0,1",1,24,8,16,24,16,16,0,inf,16,7.4081648852660260e-16,True,True,True,False,False,False,8,132,23,31,8,2.2904633460103967e+11,2.6042001459760067e-01,2.5971476306666380e-01,6.8234736949555452e-04,2.5971386670110747e-01,9.9999654865381638e-01,9.9999995071148085e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357645e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_full_component_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_hadamard_rows_perp,pairwise source-row and non-final velocity-row Hadamard products residualized against source rows,"0,1",1,24,8,16,24,16,256,56,8.7923144914063902e+04,256,1.1488445840647994e-01,True,True,False,True,False,False,8,132,24,29,5,2.0637615854626183e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439021105e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,9.4469589998731422e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_full_component_value_fit,case_local_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_hadamard_rows_perp,active non-final velocity plus source/active Hadamard weak-row structure rows,"0,1",1,24,8,16,24,16,272,64,1.5093470297253446e+06,272,4.0016494647561709e+00,True,True,False,True,False,False,8,132,24,28,4,2.0637615854639175e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439021429e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,8.0901167396807145e-14,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_full_component_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_cross_hadamard_rows_perp,cross-Gram weighted source/active Hadamard weak-row structure rows,"0,1",1,24,8,16,24,16,256,0,inf,256,5.9306348952922662e-18,True,True,True,True,False,False,8,132,24,29,5,2.0637615854614228e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439021626e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,9.4469590016469173e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_full_component_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_shifted_commutator_rows_perp,shifted source/active commutator-like weak-row structure products,"0,1",1,24,8,16,24,16,256,54,1.0461089154302349e+06,256,5.8489091362397105e-01,True,True,False,False,True,False,8,132,24,29,5,7.1270417607563204e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.7039817395758561e-01,1.9600056241422772e-01,7.5467624597034610e-01,9.9256681659154733e-01,1.9600056241422772e-01,7.5263248378618874e-01,9.9229799549028819e-01,9.4469590348507187e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_full_component_value_fit,case_local_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_shifted_commutator_rows_perp,active non-final velocity plus shifted source/active commutator-like weak-row structure products,"0,1",1,24,8,16,24,16,272,62,2.1722770134203849e+05,272,4.0425360086015170e+00,True,True,False,False,True,False,8,132,24,29,5,7.1270417607496292e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.7039817395758916e-01,1.9600056241422772e-01,7.5467624597034610e-01,9.9256681659154733e-01,1.9600056241422772e-01,7.5263248378618874e-01,9.9229799549028819e-01,5.0600719740032911e-14,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_full_component_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_active_cross_gram_rows_perp,source/active cross-Gram weighted non-final velocity rows residualized against source rows,"0,1",6,24,8,16,24,16,16,0,inf,16,7.4081648852660260e-16,True,True,True,False,False,False,8,132,23,31,8,2.2904633725837720e+11,2.6042001459760067e-01,2.5971476539207483e-01,6.8323189315115901e-04,2.5971386670110747e-01,9.9999653970013602e-01,9.9999994998415942e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_full_component_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_hadamard_rows_perp,pairwise source-row and non-final velocity-row Hadamard products residualized against source rows,"0,1",6,24,8,16,24,16,256,56,8.7923144914063902e+04,256,1.1488445840647994e-01,True,True,False,True,False,False,8,132,24,31,7,2.0637505374109910e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471173650945721e-01,1.8257418699893493e-01,7.0297961967358424e-01,9.9256679242029022e-01,1.8257418699884304e-01,7.0107586500582719e-01,9.9229800847242300e-01,1.5438302573998090e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_full_component_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_hadamard_rows_perp,active non-final velocity plus source/active Hadamard weak-row structure rows,"0,1",6,24,8,16,24,16,272,64,1.5093470297253446e+06,272,4.0016494647561709e+00,True,True,False,True,False,False,8,132,24,28,4,2.0637615854621054e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471173765986559e-01,1.8257418583505539e-01,7.0297961519220820e-01,9.9256677943360805e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,6.2786881510098669e-14,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_full_component_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_cross_hadamard_rows_perp,cross-Gram weighted source/active Hadamard weak-row structure rows,"0,1",6,24,8,16,24,16,256,0,inf,256,5.9306348952922662e-18,True,True,True,True,False,False,8,132,24,31,7,2.0637505374055731e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471173650946404e-01,1.8257418699893493e-01,7.0297961967358424e-01,9.9256679242029022e-01,1.8257418699884304e-01,7.0107586500582719e-01,9.9229800847242300e-01,1.5438302573990630e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_full_component_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_shifted_commutator_rows_perp,shifted source/active commutator-like weak-row structure products,"0,1",6,24,8,16,24,16,256,54,1.0461089154302349e+06,256,5.8489091362397105e-01,True,True,False,False,True,False,8,132,24,32,8,7.1269973894339646e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.7039817625484785e-01,1.9600056349837952e-01,7.5467624338758699e-01,9.9256679242029022e-01,1.9600056349829303e-01,7.5263248794894599e-01,9.9229800847241489e-01,1.5438275147726499e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_weak_row_structure_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_full_component_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_shifted_commutator_rows_perp,active non-final velocity plus shifted source/active commutator-like weak-row structure products,"0,1",6,24,8,16,24,16,272,62,2.1722770134203849e+05,272,4.0425360086015170e+00,True,True,False,False,True,False,8,132,24,29,5,7.1270417607615882e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.7039817750189654e-01,1.9600056241422767e-01,7.5467623921319260e-01,9.9256677943360805e-01,1.9600056241422767e-01,7.5263248378618852e-01,9.9229799549028819e-01,4.6606111798091565e-14,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,case_local_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_active_cross_gram_rows_perp,source/active cross-Gram weighted non-final velocity rows residualized against source rows,"0,1",1,24,8,16,24,16,16,0,inf,16,5.1341425967577039e-16,True,True,True,False,False,False,8,132,23,31,8,1.4736423825977550e+14,1.8390267947137043e-01,1.8388667796229685e-01,6.1874859091415449e-05,1.8388666755235761e-01,9.9999994338937781e-01,9.9999999915894489e-01,1.8388666755235761e-01,9.9991293264970993e-01,9.9999802408096350e-01,9.9973398001944780e-01,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,case_local_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_hadamard_rows_perp,pairwise source-row and non-final velocity-row Hadamard products residualized against source rows,"0,1",1,24,8,16,24,16,256,56,1.1127402436637506e+06,256,1.1039190193691459e-01,True,True,False,True,False,False,8,132,24,28,4,1.1525155891384025e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.3094901169776227e-01,1.2909944487639252e-01,7.0205980284695979e-01,9.9263212788147992e-01,1.2909944487639249e-01,7.0199871610076470e-01,9.9262348048964033e-01,3.2386010463843573e-14,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,case_local_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,case_local_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_hadamard_rows_perp,active non-final velocity plus source/active Hadamard weak-row structure rows,"0,1",1,24,8,16,24,16,272,64,1.8161404364209965e+07,272,4.0015230065580347e+00,True,True,False,True,False,False,8,132,24,28,4,1.1525215929050866e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.3094901170042245e-01,1.2909944487358055e-01,7.0205980283166791e-01,9.9263212785985910e-01,1.2909944487358055e-01,7.0199871608547426e-01,9.9262348046801974e-01,8.1179263631725433e-13,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,case_local_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_cross_hadamard_rows_perp,cross-Gram weighted source/active Hadamard weak-row structure rows,"0,1",1,24,8,16,24,16,256,0,inf,256,7.6922053669704699e-18,True,True,True,True,False,False,8,132,24,28,4,1.1525155897784209e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.3094901169770023e-01,1.2909944487639252e-01,7.0205980284695979e-01,9.9263212788147992e-01,1.2909944487639249e-01,7.0199871610076470e-01,9.9262348048964033e-01,1.0905368007150630e-13,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,case_local_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_shifted_commutator_rows_perp,shifted source/active commutator-like weak-row structure products,"0,1",1,24,8,16,24,16,256,54,6.5611804426712152e+06,256,5.8298242596872518e-01,True,True,False,False,True,False,8,132,24,29,5,3.2412719630398111e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.1969625780751791e-01,1.3959626140726858e-01,7.5914287513471013e-01,9.9263212788147992e-01,1.3959626140726852e-01,7.5907682154789136e-01,9.9262348048964022e-01,1.7306335956709265e-13,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,case_local_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,case_local_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_shifted_commutator_rows_perp,active non-final velocity plus shifted source/active commutator-like weak-row structure products,"0,1",1,24,8,16,24,16,272,62,1.2801040258846601e+07,272,4.0422603217739930e+00,True,True,False,False,True,False,8,132,24,29,5,3.2413675879079845e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.1969625781055446e-01,1.3959626140466794e-01,7.5914287512056755e-01,9.9263212785985910e-01,1.3959626140466794e-01,7.5907682153375033e-01,9.9262348046801974e-01,1.2985450712432305e-12,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.01,universal_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_active_cross_gram_rows_perp,source/active cross-Gram weighted non-final velocity rows residualized against source rows,"0,1",6,24,8,16,24,16,16,0,inf,16,5.1341425967577039e-16,True,True,True,False,False,False,8,132,23,31,8,1.4736519155214097e+14,1.8390267947137043e-01,1.8388667815555412e-01,6.2446561672190384e-05,1.8388666755235761e-01,9.9999994233841938e-01,9.9999999915640703e-01,1.8388666755235761e-01,9.9991293264970993e-01,9.9999802408096350e-01,9.9973398001944780e-01,1.6433765094034822e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
