scope,requirement,status,metric_name,metric_value,threshold,evidence,blocking_gap,notes
global,paper_tfe_lower_pair_self_consistent_endpoint_source_audit,partial,rows|min_order|max_residual|max_balance|max_source|external_source_removed,6|2.555/1.918|9.441e-12|1.821e-13|7.974e-06|True,6 trajectory rows | C_v computed inside Newton residual | external source input removed | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_self_consistent_endpoint_source_audit.csv,Replace the endpoint-node C_v source with an independently derived source-free paper TFE stage residual.,This audit removes the external endpoint-source input from the lower-pair Newton residual by computing C_v from the current terminal paper node inside the residual. It remains partial because the source is still endpoint-boundary-derived rather than an independent source-free paper TFE stage functional.
global,paper_tfe_lower_pair_source_free_elimination_rank_audit,partial,rows|source_dim|rank_defect|max_stage_consistency|missing_mean_rows,6|8|8|1.406e-14|8,6 trajectory rows | source dim 8 | rank defect 8 | consistency <1e-8 | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_elimination_rank_audit.csv,Add the 8 missing lower-pair source-mean closure rows from the independent paper stage functional.,This audit proves the algebraic blocker left after residual-derived/self-consistent source work: stage-consistency of C_hat_i supplies only 16 independent equations for 24 lower-pair stage rows. The remaining 8 source-mean closure rows must be derived without endpoint-boundary source data.
global,paper_tfe_lower_pair_source_free_mean_velocity_closure_audit,partial,rows|source_rows|mean_rows|max_residual|max_raw_vel|min_order|full,6|16|8|8.134e-12|1.061e-05|2.555/1.918|False,6 trajectory rows | 16 source-consistency rows + 8 mean-velocity rows | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_mean_velocity_closure_audit.csv,Raise order/closure to an accepted full-TFE h-sweep and prove the final stage replacement.,"This candidate fills the rank audit's missing 8 rows with a paper-stage velocity mean closure and removes endpoint source data, terminal-row replacement, and projection. It remains partial because the smooth/sharp h-sweep is still order-limited and not accepted as full TFE."
global,paper_tfe_lower_pair_source_free_final_stage_velocity_closure_audit,partial,rows|source_rows|final_stage_rows|max_residual|max_raw_vel|min_order|terminal_closed|full,6|16|8|9.486e-12|4.011e-16|2.555/1.918|True|False,6 trajectory rows | 16 source-consistency rows + 8 final-stage velocity rows | terminal velocity <1e-10 | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_final_stage_velocity_closure_audit.csv,Restore smooth-order acceptance for the source-free terminal-closed lower-pair row set.,"This candidate promotes the velocity-compression target into nonlinear trajectory rows: it removes endpoint source data, terminal-row replacement, and projection while closing raw terminal velocity. It remains partial because smooth position order is below the accepted full-TFE floor."
global,paper_tfe_lower_pair_source_free_mean_blend_closure_audit,partial,rows|alphas|best_alpha|max_residual|max_raw_vel|terminal_closed|full,42|7|0|5.489e-12|2.337e-10|False|False,42 one-step rows | 7 alpha values | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_mean_blend_closure_audit.csv,"Promote a useful alpha, if one exists, to a full trajectory h-sweep before claiming improvement.","This audit sweeps source-free mean rows between acceleration-mean and velocity-mean closure. It keeps endpoint source, projection, and terminal-row replacement removed, but remains partial because it is a one-step family search rather than an accepted trajectory method."
global,paper_tfe_lower_pair_source_free_mean_blend_trajectory_audit,partial,rows|alpha|max_residual|max_raw_vel|min_order|terminal_closed|full,6|0|9.453e-12|8.234e-06|2.555/1.918|False|False,6 trajectory rows | one-step best alpha promoted to h-sweep | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_mean_blend_trajectory_audit.csv,Use the trajectory evidence to derive a source-free closure that passes both order and terminal-velocity gates.,"This audit promotes the best one-step source-free mean-blend alpha to a full trajectory h-sweep. It keeps endpoint source, projection, and terminal-row replacement removed, but remains partial until the accepted h-sweep and full-TFE derivation gates are satisfied."
global,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_audit,partial,rows|alphas|best_alpha|max_residual|max_raw_vel|min_order|terminal_closed|full,42|7|0.75|8.779e-12|7.447e-06|2.555/1.918|False|False,42 trajectory rows | 7 alpha values | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_audit.csv,Use trajectory-level alpha evidence to rule in or rule out simple blended mean closure tuning.,"This audit tests the complete source-free mean-blend family on full trajectories, not just one-step rows. It remains partial until one alpha closes terminal velocity while preserving order and the full-TFE derivation gate."
global,paper_tfe_lower_pair_source_free_component_blend_trajectory_audit,partial,rows|alpha_dim|max_residual|max_raw_vel|min_order|terminal_closed|ratio|full,6|8|9.971e-12|7.458e-06|2.555/1.918|False|1.001|False,6 trajectory rows | 8 component alpha values | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_component_blend_trajectory_audit.csv,Derive a different source-free mean-closure basis rather than only tuning per-component blend weights.,"This audit removes the scalar-alpha restriction from the source-free mean-blend family. It remains partial because the trajectory terminal velocity stays at the same scale as the scalar blend, so componentwise tuning does not close the full-TFE lower-pair blocker."
global,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_audit,partial,rows|max_residual|max_raw_vel|min_order|terminal_closed|ratio|order_limited|full,6|9.910e-12|1.182e-05|2.554/1.917|False|1.585|True|False,6 trajectory rows | terminal extrapolation basis | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_audit.csv,Preserve the terminal-velocity reduction while restoring smooth order and closing the remaining tolerance gap.,"This audit changes the source-free mean-closure basis to a Gauss-stage terminal velocity extrapolation. It remains partial because terminal velocity is improved but still above tolerance, and smooth position order is limited."
global,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_audit,partial,rows|betas|best_beta|max_residual|best_raw_vel|min_order|best_ratio|terminal_closed|full,30|5|0.5|9.953e-12|7.101e-06|2.554/1.917|0.952|False|False,30 trajectory rows | 5 beta values | no endpoint source/projection | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_source_free_terminal_extrapolation_blend_trajectory_audit.csv,Use the beta sweep to decide whether a source-free interpolation beats both scalar blend and terminal extrapolation.,This audit sweeps a source-free beta basis between the trajectory-best scalar mean blend and the terminal-extrapolated stage-velocity closure. It remains partial because it is still a diagnostic basis family and not an independently derived full-TFE stage replacement.
global,paper_tfe_lower_pair_closure_acceptance_matrix_audit,partial,rows|accepted|best_source_free|best_terminal_velocity|full,14|0|source_free_mean_blend_trajectory_best_alpha|source_free_final_stage_velocity_closure|False,12 candidates | 0 accepted | source-free/order and terminal-velocity closure remain split | full=false,cylindrical_chain_endpoint_tfe_paper_lower_pair_closure_acceptance_matrix_audit.csv,Derive one lower-pair closure family that satisfies every acceptance column simultaneously.,"This matrix compares the current lower-pair closure families under one acceptance policy. It records that residual cleanliness, terminal-velocity closure, source removal, row-replacement removal, and order preservation are available only in separate diagnostics, not in one accepted full-TFE stage replacement."
global,independent_stage_replacement_design_audit,satisfied,design_audit_rows|stage_rows|endpoint_extension_rows,24|132|40,design rows present and row budget explicit,cylindrical_chain_endpoint_tfe_stage_replacement_design_audit.csv,,"The design audit fixes the exact 132-row stage-replacement budget, separates the solved 40-row endpoint extension from stage equations, records the diagonal-equivalence limitation, and defines the future acceptance gate for the independent residual."
global,endpoint_node_weighted_residual,satisfied,full_cylindrical_tfe_endpoint_node_residual_solved,1,1,cylindrical_chain_endpoint_tfe_solved_candidate_audit.csv,,v047 solves endpoint-node weighted rows in a square Newton residual together with endpoint position and velocity stationarity; stage equations remain the original Gauss6 FullVA rows.
global,four_asme_gate_compatible,satisfied,asme_gate_status,four_asme_method_rows_accepted_projection_sharp_sparse_caveats,four_asme_method_rows_accepted_projection_sharp_sparse_caveats,cylindrical_chain_asme_gate.csv,,The future TFE endpoint path can be attached to a method version whose four ASME rows are already accepted.
global,tfe_candidate_h_sweep,satisfied,solved_tfe_candidate_convergence_rows,6,3 h values,cylindrical_chain_endpoint_tfe_solved_candidate_audit.csv,,The solved endpoint-node candidate has a three-step h-sweep for both smooth and sharp cases; this is still not a fully TFE method because the stage equations are not TFE-weighted.
global,reduced_lobatto_reference_available,partial,v018_reference_present,1,1,v018_lobatto_endpoint_baseline/results/summary_v018.json,Porting is still required; v018 is reduced-coordinate evidence only.,v018 supports endpoint-node/Lobatto feasibility in a reduced benchmark but does not prove the full cylindrical FullVA TFE residual.
